	Channel	analysis_protocol.protocol_core.protocol_id	analysis_protocol.provenance.document_id	analysis_working_group_approval_status	annotated_cell_identity.ontology	annotated_cell_identity.ontology_label	annotated_cell_identity.text	barcode	bundle_uuid	bundle_version	cell_suspension.biomaterial_core.biomaterial_id	cell_suspension.genus_species.ontology	cell_suspension.genus_species.ontology_label	cell_suspension.provenance.document_id	derived_organ_label	derived_organ_ontology	derived_organ_parts_label	derived_organ_parts_ontology	donor_organism.development_stage.ontology	donor_organism.development_stage.ontology_label	donor_organism.diseases.ontology	donor_organism.diseases.ontology_label	donor_organism.human_specific.ethnicity.ontology	donor_organism.human_specific.ethnicity.ontology_label	donor_organism.is_living	donor_organism.provenance.document_id	donor_organism.sex	dss_bundle_fqid	emptydrops_is_cell	file_uuid	file_version	genes_detected	library_preparation_protocol.end_bias	library_preparation_protocol.input_nucleic_acid_molecule.ontology	library_preparation_protocol.input_nucleic_acid_molecule.ontology_label	library_preparation_protocol.library_construction_method.ontology	library_preparation_protocol.library_construction_method.ontology_label	library_preparation_protocol.provenance.document_id	library_preparation_protocol.strand	louvain_labels	n_counts	n_genes	passed_qc	percent_mito	project.project_core.project_short_name	project.project_core.project_title	project.provenance.document_id	specimen_from_organism.organ.ontology	specimen_from_organism.organ.ontology_label	specimen_from_organism.organ_parts.ontology	specimen_from_organism.organ_parts.ontology_label	specimen_from_organism.provenance.document_id	total_umis
c8e151fa-bbbf-40d9-85e7-e0b88438e667	c8e151fa-bbbf-40d9-85e7-e0b88438e667	smartseq2_v2.3.0	823c9a48-8775-4e21-99c6-b318a993c77b	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	cd8b5c50-95d3-4e12-91db-cfbbd8ea0f79	2019-05-15T215635.993000Z	D100Dp17G09	NCBITaxon:9606	Homo sapiens	c8e151fa-bbbf-40d9-85e7-e0b88438e667	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	cd8b5c50-95d3-4e12-91db-cfbbd8ea0f79.2019-05-15T215635.993000Z	nan	93a03965-d42b-4d38-8de0-20634044471c	2019-05-15T221847.860611Z	6437	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	241876.9375	6437	1	5.795831680297852	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
dfcf4077-5a53-4cac-9352-b1fdb37ea91b	dfcf4077-5a53-4cac-9352-b1fdb37ea91b	smartseq2_v2.3.0	11e26e4e-36c2-4ce7-b024-43dde4da5bd4	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	82a1e803-8610-47fa-9cc4-ff3b7be8c5dd	2019-05-15T230955.637000Z	D54Dp29SKE01	NCBITaxon:9606	Homo sapiens	dfcf4077-5a53-4cac-9352-b1fdb37ea91b	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	82a1e803-8610-47fa-9cc4-ff3b7be8c5dd.2019-05-15T230955.637000Z	nan	e7127a5a-1f79-4a4a-ae58-dc06e2471ffa	2019-05-16T005704.300818Z	5545	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	389882.03125	5545	1	9.542750358581543	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
e4fb1ab9-2df5-45f7-abe7-8270d56a7a69	e4fb1ab9-2df5-45f7-abe7-8270d56a7a69	smartseq2_v2.3.0	dd5ed388-ac6b-428f-9f37-09d51862aa19	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	d3f36e9d-ca44-40b2-b45a-306cb17232c5	2019-05-15T225801.785000Z	D100Dp10B08	NCBITaxon:9606	Homo sapiens	e4fb1ab9-2df5-45f7-abe7-8270d56a7a69	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	d3f36e9d-ca44-40b2-b45a-306cb17232c5.2019-05-15T225801.785000Z	nan	df10e599-ccb0-4d03-983e-df40144a1dea	2019-05-15T230132.912717Z	5339	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	492800.0625	5339	1	6.7338786125183105	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
0b426f18-41b9-4ba3-8ff1-64c0268724db	0b426f18-41b9-4ba3-8ff1-64c0268724db	smartseq2_v2.3.0	61483af4-0d94-4eaf-bfc3-d449643af276	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	0c3ebf01-76f9-4995-8ff1-373dde0b3b9e	2019-05-15T231132.977000Z	D54Dn25SKG02	NCBITaxon:9606	Homo sapiens	0b426f18-41b9-4ba3-8ff1-64c0268724db	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	0c3ebf01-76f9-4995-8ff1-373dde0b3b9e.2019-05-15T231132.977000Z	nan	b8d1c109-11d1-4d6f-90b5-7efef301e2c0	2019-05-16T003632.047389Z	4887	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	251061.0	4887	1	6.675014495849609	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
2c160dbf-742e-4cae-8e15-377732b29ff3	2c160dbf-742e-4cae-8e15-377732b29ff3	smartseq2_v2.3.0	4eba06c4-f5f0-449b-a25b-ffc1413f9132	blessed	CL:0002453	oligodendrocyte precursor cell	oligodendrocyte precursor	nan	12229d7a-25c6-4ae1-b3cf-8ecc87762a73	2019-05-15T222439.009000Z	D100Dp3C08	NCBITaxon:9606	Homo sapiens	2c160dbf-742e-4cae-8e15-377732b29ff3	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	12229d7a-25c6-4ae1-b3cf-8ecc87762a73.2019-05-15T222439.009000Z	nan	4a6fa8ac-8354-4784-9ce7-613b4107f69d	2019-05-15T230017.076587Z	5498	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	421088.9375	5498	1	10.0752534866333	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
3a54141c-4fb1-4e21-8b71-ff0a2fd03049	3a54141c-4fb1-4e21-8b71-ff0a2fd03049	smartseq2_v2.3.0	91d0f590-dfc4-489d-8df1-b46fadd3a635	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	d3fbd8e4-b306-487d-ae67-91e0d08ed7f6	2019-05-15T224642.007000Z	D54Dp5AsB06	NCBITaxon:9606	Homo sapiens	3a54141c-4fb1-4e21-8b71-ff0a2fd03049	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	d3fbd8e4-b306-487d-ae67-91e0d08ed7f6.2019-05-15T224642.007000Z	nan	d4833c38-4d3f-450f-919f-0ce1e577f43d	2019-05-15T235348.180584Z	6115	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	562117.0	6115	1	3.399198055267334	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
519fcd33-aca3-4ab6-b4b8-64141a37a1d1	519fcd33-aca3-4ab6-b4b8-64141a37a1d1	smartseq2_v2.3.0	c93a03b0-4c99-450c-9f3d-ab40d3e1a727	blessed	CL:0011020||UBERON:0004030	neural progenitor cell||medial ganglionic eminence	intermediate MGE progenitors	nan	57def635-7ca1-4cd4-9948-016865a9fd34	2019-05-15T221746.285000Z	D54Dn25SKD04	NCBITaxon:9606	Homo sapiens	519fcd33-aca3-4ab6-b4b8-64141a37a1d1	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	57def635-7ca1-4cd4-9948-016865a9fd34.2019-05-15T221746.285000Z	nan	50fa8956-0da9-4660-b9ce-0c8a0d065fad	2019-05-15T233256.106855Z	5875	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	543105.0	5875	1	6.6686859130859375	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
6ffcdd08-3750-4d29-b5e4-2339a3954cdd	6ffcdd08-3750-4d29-b5e4-2339a3954cdd	smartseq2_v2.3.0	a21e1be1-4acb-403f-be13-2b2cf4935224	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	e4c0edb7-c2e9-4b02-9360-6544c9ab6654	2019-05-15T225214.022000Z	D100Dp10B11	NCBITaxon:9606	Homo sapiens	6ffcdd08-3750-4d29-b5e4-2339a3954cdd	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	e4c0edb7-c2e9-4b02-9360-6544c9ab6654.2019-05-15T225214.022000Z	nan	ef365d91-401c-451a-ae3f-b8393d45f9d7	2019-05-16T001103.595320Z	5579	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	563429.8125	5579	1	7.3413825035095215	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
7cfdca7a-509f-4412-970e-7f04f41e7fb9	7cfdca7a-509f-4412-970e-7f04f41e7fb9	smartseq2_v2.3.0	b5013736-3531-4eab-b3b6-6131b8a0ef14	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	daccaef8-9920-41e0-a768-d268c711fee1	2019-05-15T232058.752000Z	D26Dp4C09	NCBITaxon:9606	Homo sapiens	7cfdca7a-509f-4412-970e-7f04f41e7fb9	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	daccaef8-9920-41e0-a768-d268c711fee1.2019-05-15T232058.752000Z	nan	38586523-b7d0-4734-9248-9760e6ab15ae	2019-05-16T013307.710832Z	5511	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	390010.90625	5511	1	7.45927619934082	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
8d554eef-cd48-4d17-92b2-c16e0590d856	8d554eef-cd48-4d17-92b2-c16e0590d856	smartseq2_v2.3.0	e520c37e-b85a-4acb-b3c0-59521cb056c6	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	7e4d6a1e-b378-42d6-8acc-f96c49c942e9	2019-05-15T232100.641000Z	D26Dp28G01	NCBITaxon:9606	Homo sapiens	8d554eef-cd48-4d17-92b2-c16e0590d856	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	7e4d6a1e-b378-42d6-8acc-f96c49c942e9.2019-05-15T232100.641000Z	nan	7c10417c-14bc-430e-8591-45e9807cd20b	2019-05-15T232424.526821Z	6459	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	586226.8125	6459	1	9.21023941040039	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
a5b74696-51f2-4b9c-a779-6b0bac445247	a5b74696-51f2-4b9c-a779-6b0bac445247	smartseq2_v2.3.0	56710914-a2d2-40e5-914b-15556909a968	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	81d09b6f-f83a-456c-94a4-4cd71914214f	2019-05-15T231254.166000Z	D54Dp29SKG03	NCBITaxon:9606	Homo sapiens	a5b74696-51f2-4b9c-a779-6b0bac445247	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	81d09b6f-f83a-456c-94a4-4cd71914214f.2019-05-15T231254.166000Z	nan	2fa98fbb-b3aa-4986-818d-3d332d88b89b	2019-05-15T231625.576596Z	6398	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	529936.875	6398	1	8.473665237426758	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
b17c1909-82b5-4ebd-8dca-8e4788543af0	b17c1909-82b5-4ebd-8dca-8e4788543af0	smartseq2_v2.3.0	964bc179-0a6e-4dbf-affd-20acbeb864e9	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	b74ec5f8-2dda-4938-a064-849cf823c857	2019-05-15T222538.208000Z	D54Dp5AsH10	NCBITaxon:9606	Homo sapiens	b17c1909-82b5-4ebd-8dca-8e4788543af0	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	b74ec5f8-2dda-4938-a064-849cf823c857.2019-05-15T222538.208000Z	nan	a0f00033-f56d-4ac9-9eb8-fe3f61616858	2019-05-15T225148.575854Z	5257	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	598389.0	5257	1	6.311493396759033	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
f596d8b3-3499-474b-a46b-819d9a23029d	f596d8b3-3499-474b-a46b-819d9a23029d	smartseq2_v2.3.0	b4c19ebe-d7ed-4933-bfab-001e76bd5760	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	3ee7be7d-a395-47f8-a4d5-e193d4f68f49	2019-05-15T223109.240000Z	D54Dp5AsE04	NCBITaxon:9606	Homo sapiens	f596d8b3-3499-474b-a46b-819d9a23029d	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	3ee7be7d-a395-47f8-a4d5-e193d4f68f49.2019-05-15T223109.240000Z	nan	9b8a420e-3c96-470c-88ed-bed6216cfe87	2019-05-15T232941.609506Z	4936	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	401953.96875	4936	1	5.631067276000977	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
2bba677c-279d-4f68-a88a-ad2a3242e1cb	2bba677c-279d-4f68-a88a-ad2a3242e1cb	smartseq2_v2.3.0	175e3fd9-37ba-4e95-ab4f-832e7465777a	blessed	CL:0011020||UBERON:0014371	neural progenitor cell||future telencephalon	telencephalic progenitors	nan	cf1d2ffa-b2a2-46e0-9b3d-526b3a72c1c5	2019-05-15T224329.627000Z	D26Dn26A06	NCBITaxon:9606	Homo sapiens	2bba677c-279d-4f68-a88a-ad2a3242e1cb	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	cf1d2ffa-b2a2-46e0-9b3d-526b3a72c1c5.2019-05-15T224329.627000Z	nan	c6a3d10b-8e91-4e24-a467-91d307d7ffb5	2019-05-15T235049.570938Z	6601	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	3	595059.875	6601	1	12.165087699890137	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
38bfd968-82a1-4739-90ff-ae9078eb2410	38bfd968-82a1-4739-90ff-ae9078eb2410	smartseq2_v2.3.0	19e19217-ea5d-46ff-bdef-4375dec3f6db	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	06485273-e7fc-4336-aecd-e2d3a39dc381	2019-05-16T012027.014000Z	D26Dp28A04	NCBITaxon:9606	Homo sapiens	38bfd968-82a1-4739-90ff-ae9078eb2410	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	06485273-e7fc-4336-aecd-e2d3a39dc381.2019-05-16T012027.014000Z	nan	41f0ac31-074a-4d46-a44d-25f7708b3eec	2019-05-16T015240.968048Z	6338	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	436352.0	6338	1	11.248209953308105	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
54c2cec2-f3cb-4d62-b272-cac4ff72e830	54c2cec2-f3cb-4d62-b272-cac4ff72e830	smartseq2_v2.3.0	95d35a73-cab1-4855-bb24-95bccbfcf52c	blessed	CL:0000540||UBERON:0004025	neuron||lateral ganglionic eminence	LGE neuron	nan	febdef61-8371-404f-b023-765ba45da490	2019-05-15T231807.362000Z	D26Dp4C02	NCBITaxon:9606	Homo sapiens	54c2cec2-f3cb-4d62-b272-cac4ff72e830	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	febdef61-8371-404f-b023-765ba45da490.2019-05-15T231807.362000Z	nan	b2ae2472-b296-494d-8597-561611ab7ad1	2019-05-16T011759.320333Z	6328	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	599802.0	6328	1	4.108118534088135	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
61cf98cc-2c6f-411a-8520-717a74670e70	61cf98cc-2c6f-411a-8520-717a74670e70	smartseq2_v2.3.0	7e586721-1c73-40bc-9269-eb750b40a102	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	8ac99413-54d1-4f41-a0b0-02826cda7cc0	2019-05-15T231050.103000Z	D54Dp29SKD07	NCBITaxon:9606	Homo sapiens	61cf98cc-2c6f-411a-8520-717a74670e70	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	8ac99413-54d1-4f41-a0b0-02826cda7cc0.2019-05-15T231050.103000Z	nan	dbda1c26-76ed-4713-93aa-04c3627d0810	2019-05-16T005532.608168Z	5981	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	591100.8125	5981	1	7.440810680389404	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
662f7c96-b650-4b22-9dc8-f052f63083d7	662f7c96-b650-4b22-9dc8-f052f63083d7	smartseq2_v2.3.0	2b6647f3-e424-41a5-9944-327404f9b77b	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	a7853afa-b100-4fdf-bd17-78a460f9e248	2019-05-15T232328.601000Z	D26Dp4F11	NCBITaxon:9606	Homo sapiens	662f7c96-b650-4b22-9dc8-f052f63083d7	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	a7853afa-b100-4fdf-bd17-78a460f9e248.2019-05-15T232328.601000Z	nan	67573eca-b605-408d-ab11-c5420d1b5d32	2019-05-16T015031.564782Z	5636	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	521871.9375	5636	1	7.774909496307373	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
6802e073-132d-4061-9225-17770b889bbe	6802e073-132d-4061-9225-17770b889bbe	smartseq2_v2.3.0	76ab913e-936f-426d-a243-ba3c044a75fe	blessed	CL:0008031	cortical interneuron	cortical interneuron	nan	80b86c00-5407-484d-9240-bf4ee138068a	2019-05-15T220415.154000Z	D100Dp24A01	NCBITaxon:9606	Homo sapiens	6802e073-132d-4061-9225-17770b889bbe	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	80b86c00-5407-484d-9240-bf4ee138068a.2019-05-15T220415.154000Z	nan	ed5b2cca-0336-44ef-9bf4-07e4d9ca12ed	2019-05-15T220952.324142Z	5697	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	2	487051.03125	5697	1	10.063258171081543	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
8216ec49-3125-4f6b-893b-c0bae23bcb60	8216ec49-3125-4f6b-893b-c0bae23bcb60	smartseq2_v2.3.0	e5dbd383-bc69-40e7-91d3-65a734cbd49d	blessed	CL:0000540||UBERON:0004024	neuron||medial ganglionic eminence	MGE neuron	nan	24561d4b-d491-4c8a-adec-dd849348d721	2019-05-15T225136.823000Z	D26Dp4D09	NCBITaxon:9606	Homo sapiens	8216ec49-3125-4f6b-893b-c0bae23bcb60	brain (cell_line)	UBERON:0000955 (cell_line)			HsapDv:0000006	blastula stage	PATO:0000461	normal			yes	321bb86f-14ba-4c1e-a51d-2b217b10f933	male	24561d4b-d491-4c8a-adec-dd849348d721.2019-05-15T225136.823000Z	nan	7c076f4d-0010-4b40-8556-67a2487eddb0	2019-05-15T233837.621245Z	6076	full length	OBI:0000869	polyA RNA extract	EFO:0008931	Smart-seq2	e2451948-a2b0-43bf-bb19-575beaf87387	unstranded	1	376396.0	6076	1	4.989372730255127	InVitroInterneuronDifferentiation	Single-cell RNA-seq analysis  throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types.	2043c65a-1cf8-4828-a656-9e247d4e64f1	UBERON:0000922	embryo	UBERON:0000358	blastocyst	922ab063-2a5d-4994-9fb5-206378d6676d	
